season,event_code,league,event_title,zone_id,zone_name,zone_type,stage_bucket,match_id,group_id,match_type,order_number,plan_game_count,plan_started_at,match_date,status,result,slug,slug_name,winner_placehold_name,loser_placehold_name,blue_side_score,blue_side_win_game_count,red_side_score,red_side_win_game_count,blue_side_id,blue_fill_status,blue_prepared_status,blue_player_id,blue_player_name,blue_player_rank,blue_player_score,blue_team_id,blue_team_name,blue_college_name,blue_college_logo,red_side_id,red_fill_status,red_prepared_status,red_player_id,red_player_name,red_player_rank,red_player_score,red_team_id,red_team_name,red_college_name,red_college_logo,winner_team_id,winner_team_name,winner_college_name,winner_side
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18976,2181,GROUP,1,3,2024-05-15T01:30:00Z,2024-05-15,DONE,RED,,1,,,0,0,1,2,38077,DONE,TO_GAME_FIELD,9217,A9,13,0,144,Horizon,华北理工大学,https://rm-static.djicdn.com/games-backend/db3b1cbb-32c6-4d09-82ea-7de69d71fcb4,38076,DONE,TO_GAME_FIELD,9204,A1,2,3,114,TRoMaC,太原理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/bcceed5a-13b9-4a19-8236-56b2bb40b58b,114,TRoMaC,太原理工大学,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18977,2181,GROUP,2,3,2024-05-15T02:00:00Z,2024-05-15,DONE,RED,,1,,,0,1,1,2,38079,DONE,TO_GAME_FIELD,9219,A10,12,1,139,Magician,上海科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/2b477b2a-e4af-4632-9716-362ce888bc6c,38078,DONE,TO_GAME_FIELD,9205,A2,11,1,739,齐奇,山东理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/cd7bb6a9-f1cf-4f8d-9275-0f919de56a07,739,齐奇,山东理工大学,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18978,2181,GROUP,3,3,2024-05-15T02:30:00Z,2024-05-15,DONE,RED,,1,,,0,0,1,2,38081,DONE,TO_GAME_FIELD,9220,A11,9,1,141,SuperPower,同济大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665507590-logo_blue_800x800.png,38080,DONE,TO_GAME_FIELD,9207,A3,1,3,195,Hello World,浙江大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1532425365935-logo_blue_800x800.png,195,Hello World,浙江大学,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18979,2181,GROUP,4,3,2024-05-15T03:00:00Z,2024-05-15,DONE,RED,,1,,,0,0,1,2,38083,DONE,TO_GAME_FIELD,9222,A12,15,0,746,SPR,中国石油大学（北京）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/536194b1-d052-480f-b5b9-fbd2ef9d6dc8,38082,DONE,TO_GAME_FIELD,9209,A4,7,2,755,Adam,齐鲁工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/4c4f28ef-93a7-4df1-ada4-5c0ad826f07d,755,Adam,齐鲁工业大学,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18980,2181,GROUP,5,3,2024-05-15T03:30:00Z,2024-05-15,DONE,RED,,1,,,0,0,1,2,38085,DONE,TO_GAME_FIELD,9224,A13,14,0,688,征龙凌沧,东北大学秦皇岛分校,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/84e03632-7d92-498b-9150-24d51a28a8d4,38084,DONE,TO_GAME_FIELD,9210,A5,6,2,782,木鸢Birdiebot,上海工程技术大学,https://rm-static.djicdn.com/games-backend/42a2f807-035c-49bc-9e1d-782239209b82,782,木鸢Birdiebot,上海工程技术大学,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18981,2181,GROUP,6,3,2024-05-15T05:30:00Z,2024-05-15,DONE,RED,,1,,,0,0,1,2,38087,DONE,TO_GAME_FIELD,9225,A14,16,0,683,WDR,合肥工业大学(宣城校区),https://rm-static.djicdn.com/games-backend/6b928c7e-4ab6-48ab-8a5a-39836fd182c7,38086,DONE,TO_GAME_FIELD,9212,A6,5,2,165,北洋机甲,天津大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667950468-logo_blue_800x800.png,165,北洋机甲,天津大学,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18982,2181,GROUP,7,3,2024-05-15T06:00:00Z,2024-05-15,DONE,BLUE,,1,,,1,2,0,0,38089,DONE,TO_GAME_FIELD,9227,A15,3,2,672,PIE,首都师范大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a061e111-f402-4e01-884e-0b5c95f7ab5e,38088,DONE,TO_GAME_FIELD,9214,A7,8,2,2813,GMaster,西交利物浦大学&利物浦大学,https://rm-static.djicdn.com/games-backend/74abd7b1-ddfa-4939-a552-cdfff066afb8,672,PIE,首都师范大学,blue
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18983,2181,GROUP,8,3,2024-05-15T06:30:00Z,2024-05-15,DONE,RED,,1,,,0,0,1,2,38091,DONE,TO_GAME_FIELD,9229,A16,10,1,14,COD,辽宁科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667029196-logo_blue_800x800.png,38090,DONE,TO_GAME_FIELD,9216,A8,4,2,183,Born of Fire,南京航空航天大学金城学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/37ffc1d5-bfaa-472a-8584-2158ca7aa8d5,183,Born of Fire,南京航空航天大学金城学院,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18992,2181,GROUP,17,3,2024-05-15T12:00:00Z,2024-05-15,DONE,BLUE,,2,,,1,2,0,1,38109,DONE,TO_GAME_FIELD,9212,A6,5,2,165,北洋机甲,天津大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667950468-logo_blue_800x800.png,38108,DONE,TO_GAME_FIELD,9205,A2,11,1,739,齐奇,山东理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/cd7bb6a9-f1cf-4f8d-9275-0f919de56a07,165,北洋机甲,天津大学,blue
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18993,2181,GROUP,18,3,2024-05-15T12:30:00Z,2024-05-15,DONE,RED,,2,,,0,1,1,2,38111,DONE,TO_GAME_FIELD,9210,A5,6,2,782,木鸢Birdiebot,上海工程技术大学,https://rm-static.djicdn.com/games-backend/42a2f807-035c-49bc-9e1d-782239209b82,38110,DONE,TO_GAME_FIELD,9207,A3,1,3,195,Hello World,浙江大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1532425365935-logo_blue_800x800.png,195,Hello World,浙江大学,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18994,2181,GROUP,19,3,2024-05-15T13:00:00Z,2024-05-15,DONE,BLUE,,2,,,1,2,0,0,38113,DONE,TO_GAME_FIELD,9204,A1,2,3,114,TRoMaC,太原理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/bcceed5a-13b9-4a19-8236-56b2bb40b58b,38112,DONE,TO_GAME_FIELD,9227,A15,3,2,672,PIE,首都师范大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a061e111-f402-4e01-884e-0b5c95f7ab5e,114,TRoMaC,太原理工大学,blue
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18995,2181,GROUP,20,3,2024-05-16T00:30:00Z,2024-05-16,DONE,BLUE,,2,,,1,2,0,1,38115,DONE,TO_GAME_FIELD,9216,A8,4,2,183,Born of Fire,南京航空航天大学金城学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/37ffc1d5-bfaa-472a-8584-2158ca7aa8d5,38114,DONE,TO_GAME_FIELD,9209,A4,7,2,755,Adam,齐鲁工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/4c4f28ef-93a7-4df1-ada4-5c0ad826f07d,183,Born of Fire,南京航空航天大学金城学院,blue
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18996,2181,GROUP,21,3,2024-05-16T01:00:00Z,2024-05-16,DONE,RED,,2,,,0,0,1,2,38117,DONE,TO_GAME_FIELD,9222,A12,15,0,746,SPR,中国石油大学（北京）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/536194b1-d052-480f-b5b9-fbd2ef9d6dc8,38116,DONE,TO_GAME_FIELD,9229,A16,10,1,14,COD,辽宁科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667029196-logo_blue_800x800.png,14,COD,辽宁科技大学,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18997,2181,GROUP,22,3,2024-05-16T01:30:00Z,2024-05-16,DONE,BLUE,,2,,,1,2,0,0,38119,DONE,TO_GAME_FIELD,9214,A7,8,2,2813,GMaster,西交利物浦大学&利物浦大学,https://rm-static.djicdn.com/games-backend/74abd7b1-ddfa-4939-a552-cdfff066afb8,38118,DONE,TO_GAME_FIELD,9217,A9,13,0,144,Horizon,华北理工大学,https://rm-static.djicdn.com/games-backend/db3b1cbb-32c6-4d09-82ea-7de69d71fcb4,2813,GMaster,西交利物浦大学&利物浦大学,blue
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18998,2181,GROUP,23,3,2024-05-16T02:00:00Z,2024-05-16,DONE,BLUE,,2,,,1,2,0,0,38121,DONE,TO_GAME_FIELD,9220,A11,9,1,141,SuperPower,同济大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665507590-logo_blue_800x800.png,38120,DONE,TO_GAME_FIELD,9224,A13,14,0,688,征龙凌沧,东北大学秦皇岛分校,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/84e03632-7d92-498b-9150-24d51a28a8d4,141,SuperPower,同济大学,blue
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18999,2181,GROUP,24,3,2024-05-16T02:30:00Z,2024-05-16,DONE,BLUE,,2,,,1,2,0,1,38123,DONE,TO_GAME_FIELD,9219,A10,12,1,139,Magician,上海科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/2b477b2a-e4af-4632-9716-362ce888bc6c,38122,DONE,TO_GAME_FIELD,9225,A14,16,0,683,WDR,合肥工业大学(宣城校区),https://rm-static.djicdn.com/games-backend/6b928c7e-4ab6-48ab-8a5a-39836fd182c7,139,Magician,上海科技大学,blue
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,19008,2181,GROUP,33,3,2024-05-16T08:30:00Z,2024-05-16,DONE,BLUE,,3,,,1,2,0,0,38141,DONE,TO_GAME_FIELD,9207,A3,1,3,195,Hello World,浙江大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1532425365935-logo_blue_800x800.png,38140,DONE,TO_GAME_FIELD,9216,A8,4,2,183,Born of Fire,南京航空航天大学金城学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/37ffc1d5-bfaa-472a-8584-2158ca7aa8d5,195,Hello World,浙江大学,blue
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,19009,2181,GROUP,34,3,2024-05-16T09:30:00Z,2024-05-16,DONE,RED,,3,,,0,0,1,2,38143,DONE,TO_GAME_FIELD,9212,A6,5,2,165,北洋机甲,天津大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667950468-logo_blue_800x800.png,38142,DONE,TO_GAME_FIELD,9204,A1,2,3,114,TRoMaC,太原理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/bcceed5a-13b9-4a19-8236-56b2bb40b58b,114,TRoMaC,太原理工大学,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,19010,2181,GROUP,35,3,2024-05-16T10:00:00Z,2024-05-16,DONE,BLUE,,3,,,1,2,0,1,38145,DONE,TO_GAME_FIELD,9227,A15,3,2,672,PIE,首都师范大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a061e111-f402-4e01-884e-0b5c95f7ab5e,38144,DONE,TO_GAME_FIELD,9205,A2,11,1,739,齐奇,山东理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/cd7bb6a9-f1cf-4f8d-9275-0f919de56a07,672,PIE,首都师范大学,blue
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,19011,2181,GROUP,36,3,2024-05-16T11:30:00Z,2024-05-16,DONE,RED,,3,,,0,0,1,2,38147,DONE,TO_GAME_FIELD,9229,A16,10,1,14,COD,辽宁科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667029196-logo_blue_800x800.png,38146,DONE,TO_GAME_FIELD,9210,A5,6,2,782,木鸢Birdiebot,上海工程技术大学,https://rm-static.djicdn.com/games-backend/42a2f807-035c-49bc-9e1d-782239209b82,782,木鸢Birdiebot,上海工程技术大学,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,19012,2181,GROUP,37,3,2024-05-16T12:00:00Z,2024-05-16,DONE,BLUE,,3,,,1,2,0,1,38149,DONE,TO_GAME_FIELD,9209,A4,7,2,755,Adam,齐鲁工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/4c4f28ef-93a7-4df1-ada4-5c0ad826f07d,38148,DONE,TO_GAME_FIELD,9220,A11,9,1,141,SuperPower,同济大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665507590-logo_blue_800x800.png,755,Adam,齐鲁工业大学,blue
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,19013,2181,GROUP,38,3,2024-05-16T12:30:00Z,2024-05-16,DONE,RED,,3,,,0,0,1,2,38151,DONE,TO_GAME_FIELD,9219,A10,12,1,139,Magician,上海科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/2b477b2a-e4af-4632-9716-362ce888bc6c,38150,DONE,TO_GAME_FIELD,9214,A7,8,2,2813,GMaster,西交利物浦大学&利物浦大学,https://rm-static.djicdn.com/games-backend/74abd7b1-ddfa-4939-a552-cdfff066afb8,2813,GMaster,西交利物浦大学&利物浦大学,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18984,2182,GROUP,9,3,2024-05-15T07:00:00Z,2024-05-15,DONE,RED,,1,,,0,0,1,2,38093,DONE,TO_GAME_FIELD,9226,B9,13,0,1515,陆擎,陆军勤务学院,https://rm-static.djicdn.com/games-backend/7c7e25cd-42c7-4419-bbbb-68743f068f6b,38092,DONE,TO_GAME_FIELD,9206,B1,5,2,148,交龙,上海交通大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525660725241-logo_red_800x800.png,148,交龙,上海交通大学,red
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18985,2182,GROUP,10,3,2024-05-15T07:30:00Z,2024-05-15,DONE,BLUE,,1,,,1,2,0,0,38095,DONE,TO_GAME_FIELD,9228,B10,3,2,666,TARS_Go,吉林大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/422493a0-1f3c-4f00-8c95-7ad1f9e1df2c,38094,DONE,TO_GAME_FIELD,9208,B2,11,1,116,WMJ,西北工业大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525674854703-logo_blue_800x800.png,666,TARS_Go,吉林大学,blue
2024,2024RMUC,RMUC,RoboMaster 2024超级对抗赛,498,东部赛区,GROUP_ZONE,group,18986,2182,GROUP,11,3,2024-05-15T08:00:00Z,2024-05-15,DONE,RED,,1,,,0,0,1,2,38097,DONE,TO_GAME_FIELD,9230,B11,14,0,771,DIODE,东华大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/951ba744-0a29-48c8-8ddd-cfd2f1ab959f,38096,DONE,TO_GAME_FIELD,9211,B3,2,3,453,DynamicX,广东工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/ed0ca377-9bbc-4d6d-b5d1-8dd2d09bdbaf,453,DynamicX,广东工业大学,red
