season,event_code,league,event_title,zone_id,zone_name,zone_type,stage_bucket,match_id,group_id,match_type,order_number,plan_game_count,plan_started_at,match_date,status,result,slug,slug_name,winner_placehold_name,loser_placehold_name,blue_side_score,blue_side_win_game_count,red_side_score,red_side_win_game_count,blue_side_id,blue_fill_status,blue_prepared_status,blue_player_id,blue_player_name,blue_player_rank,blue_player_score,blue_team_id,blue_team_name,blue_college_name,blue_college_logo,red_side_id,red_fill_status,red_prepared_status,red_player_id,red_player_name,red_player_rank,red_player_score,red_team_id,red_team_name,red_college_name,red_college_logo,winner_team_id,winner_team_name,winner_college_name,winner_side
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,group,25696,2516,GROUP,1,3,2025-05-13T00:40:00Z,2025-05-13,DONE,RED,,1,,,0,0,1,2,51603,DONE,TO_GAME_FIELD,10762,A9,12,1,178,群星,桂林理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525675274637-logo_blue_800x800.png,51602,DONE,TO_GAME_FIELD,10754,A1,3,3,179,华南虎,华南理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/b81c5a92-dc8f-479d-97b4-d531a39ce70b,179,华南虎,华南理工大学,red
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,group,25697,2516,GROUP,2,3,2025-05-13T01:15:00Z,2025-05-13,DONE,BLUE,,1,,,1,2,0,0,51605,DONE,TO_GAME_FIELD,10763,A10,9,2,1513,野狼,广州城市理工学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/9365936c-3c07-449d-8e0e-2ed9e050e0f3,51604,DONE,TO_GAME_FIELD,10755,A2,14,1,726,悍匠,深圳技术大学,https://rm-static.djicdn.com/games-backend/e1f59470-ac77-44e7-92e4-2fff8d9f5df3,1513,野狼,广州城市理工学院,blue
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,group,25698,2516,GROUP,3,3,2025-05-13T01:50:00Z,2025-05-13,DONE,BLUE,,1,,,1,2,0,1,51607,DONE,TO_GAME_FIELD,10756,A3,1,3,76,RPS,中国石油大学（华东）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/ca37313c-d7ce-4887-a872-fe558d3e39bd,51606,DONE,TO_GAME_FIELD,10764,A11,11,2,18,奇点,仲恺农业工程学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667218422-logo_green_800x800.png,76,RPS,中国石油大学（华东）,blue
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,group,25699,2516,GROUP,4,3,2025-05-13T02:25:00Z,2025-05-13,DONE,RED,,1,,,0,1,1,2,51609,DONE,TO_GAME_FIELD,10757,A4,7,3,106,醒狮,佛山大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/8c88f498-f507-46b6-b4fa-c4e0da189364,51608,DONE,TO_GAME_FIELD,10765,A12,6,3,2188,GIRT,桂林信息科技学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/d3dc9ad2-09a2-4a2a-b9cd-8ceee5baa400,2188,GIRT,桂林信息科技学院,red
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,group,25700,2516,GROUP,5,3,2025-05-13T03:00:00Z,2025-05-13,DONE,RED,,1,,,0,0,1,2,51611,DONE,TO_GAME_FIELD,10766,A13,8,3,145,TCR,厦门大学嘉庚学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/74fa4796-2b58-4d72-8b60-2150168b72fe,51610,DONE,TO_GAME_FIELD,10758,A5,10,2,38,Evolution,桂林电子科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525673879563-logo_blue_800x800.png,38,Evolution,桂林电子科技大学,red
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,group,25701,2516,GROUP,6,3,2025-05-13T03:35:00Z,2025-05-13,DONE,RED,,1,,,0,1,1,2,51613,DONE,TO_GAME_FIELD,10767,A14,16,0,1501,星辰,北京信息科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/532bbb76-84d6-44d8-807d-4047f77027f6,51612,DONE,TO_GAME_FIELD,10759,A6,4,3,42,DreamTeam,北方工业大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525674177547-logo_purple_800x800.png,42,DreamTeam,北方工业大学,red
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,group,25702,2516,GROUP,7,3,2025-05-13T05:10:00Z,2025-05-13,DONE,BLUE,,1,,,1,2,0,0,51615,DONE,TO_GAME_FIELD,10760,A7,2,3,453,DynamicX,广东工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/257785f9-4ac3-4369-8e60-49ffe0b141e8,51614,DONE,TO_GAME_FIELD,10768,A15,13,1,854,Future,云南大学,https://rm-static.djicdn.com/games-backend/1be57e6f-a974-4a97-83cf-8a5f900a7bb5,453,DynamicX,广东工业大学,blue
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,group,25703,2516,GROUP,8,3,2025-05-13T05:45:00Z,2025-05-13,DONE,RED,,1,,,0,0,1,2,51617,DONE,TO_GAME_FIELD,10761,A8,15,0,2757,RCIA,深圳职业技术大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c4e80f93-0bbb-49b4-b391-0b6671351c1b,51616,DONE,TO_GAME_FIELD,10769,A16,5,3,164,风暴,华北科技学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525674748988-logo_blue_800x800.png,164,风暴,华北科技学院,red
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,group,25712,2516,GROUP,17,3,2025-05-13T12:00:00Z,2025-05-13,DONE,BLUE,,2,,,1,2,0,0,51635,DONE,TO_GAME_FIELD,10756,A3,1,3,76,RPS,中国石油大学（华东）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/ca37313c-d7ce-4887-a872-fe558d3e39bd,51634,DONE,TO_GAME_FIELD,10765,A12,6,3,2188,GIRT,桂林信息科技学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/d3dc9ad2-09a2-4a2a-b9cd-8ceee5baa400,76,RPS,中国石油大学（华东）,blue
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,group,25713,2516,GROUP,18,3,2025-05-13T12:35:00Z,2025-05-13,DONE,RED,,2,,,0,0,1,2,51637,DONE,TO_GAME_FIELD,10759,A6,4,3,42,DreamTeam,北方工业大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525674177547-logo_purple_800x800.png,51636,DONE,TO_GAME_FIELD,10754,A1,3,3,179,华南虎,华南理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/b81c5a92-dc8f-479d-97b4-d531a39ce70b,179,华南虎,华南理工大学,red
