season,event_code,league,event_title,zone_id,zone_name,zone_type,group_id,group_name,player_id,player_name,player_rank,player_score,team_id,team_name,college_name,college_logo
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,2516,A,10754,A1,3,3,179,华南虎,华南理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/b81c5a92-dc8f-479d-97b4-d531a39ce70b
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,2516,A,10755,A2,14,1,726,悍匠,深圳技术大学,https://rm-static.djicdn.com/games-backend/e1f59470-ac77-44e7-92e4-2fff8d9f5df3
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,2516,A,10756,A3,1,3,76,RPS,中国石油大学（华东）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/ca37313c-d7ce-4887-a872-fe558d3e39bd
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,2516,A,10757,A4,7,3,106,醒狮,佛山大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/8c88f498-f507-46b6-b4fa-c4e0da189364
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,2516,A,10758,A5,10,2,38,Evolution,桂林电子科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525673879563-logo_blue_800x800.png
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,2516,A,10759,A6,4,3,42,DreamTeam,北方工业大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525674177547-logo_purple_800x800.png
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,2516,A,10760,A7,2,3,453,DynamicX,广东工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/257785f9-4ac3-4369-8e60-49ffe0b141e8
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,2516,A,10761,A8,15,0,2757,RCIA,深圳职业技术大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c4e80f93-0bbb-49b4-b391-0b6671351c1b
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,2516,A,10762,A9,12,1,178,群星,桂林理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525675274637-logo_blue_800x800.png
2025,2025RMUC,RMUC,RoboMaster 2025 超级对抗赛,565,南部赛区,GROUP_ZONE,2516,A,10763,A10,9,2,1513,野狼,广州城市理工学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/9365936c-3c07-449d-8e0e-2ed9e050e0f3
